geometry_id,geometry_class,shape,body,spacing_um,height_um,h_over_s,diameter_mm,depth_ratio,pattern,coverage_pct,denticle_scale_um,overlap_pct,U_inf_mps,Re_L,Re_D,u_tau_mps,delta_v_um,s_plus,lg_plus,k_plus,Cf_smooth,Cf_textured,Cd_pressure,Cd_total,DR_friction_pct,DR_net_pct,DR_uncertainty_pp,delta_Re_transition,natural_regime,min_feature_um,manufacturability_index,model_confidence
A-V-s200-h100,riblet,v-groove,sphere,200.0,100.0,0.5,,,,,,,5.0,,13671.389941,0.38203,204.389234,4.892626,2.446313,0.366947,0.013046,0.012918,0.423183,0.436101,1.2975,-0.284063,3.1,0.0,separation-dominated,100.0,1.3,high
A-V-s200-h100,riblet,v-groove,plate,200.0,100.0,0.5,,,,,,,10.0,64034.613304,,0.629421,124.0549,8.060947,4.030474,0.604571,0.007923,0.007754,0.0,0.007754,2.137723,2.137723,1.5,0.0,laminar,100.0,1.3,high
A-V-s200-h100,riblet,v-groove,sphere,200.0,100.0,0.5,,,,,,,10.0,,27342.779881,0.697855,111.889674,8.937375,4.468688,0.670303,0.014108,0.013815,0.457513,0.471327,2.370148,-0.226839,3.1,0.0,separation-dominated,100.0,1.3,high
A-V-s200-h100,riblet,v-groove,plate,200.0,100.0,0.5,,,,,,,20.0,128069.226609,,1.16396,67.08374,14.906742,7.453371,1.118006,0.006774,0.006506,0.0,0.006506,3.953194,3.953194,1.5,0.0,laminar-transitional,100.0,1.3,high
A-V-s200-h100,riblet,v-groove,sphere,200.0,100.0,0.5,,,,,,,20.0,,54685.559762,1.282384,60.888753,16.423394,8.211697,1.231755,0.01466,0.014056,0.475168,0.489224,4.355403,-0.114015,3.1,0.0,separation-dominated,100.0,1.3,high
A-V-s200-h100,riblet,v-groove,plate,200.0,100.0,0.5,,,,,,,50.0,320173.066522,,2.641463,29.560421,33.829018,16.914509,2.537176,0.005582,0.005421,0.0,0.005421,2.874845,2.874845,1.536358,0.0,laminar-transitional,100.0,1.3,high
A-V-s200-h100,riblet,v-groove,sphere,200.0,100.0,0.5,,,,,,,50.0,,136713.899405,2.889182,27.025911,37.001528,18.500764,2.775115,0.014708,0.01319,0.434803,0.447993,1.911963,8.619637,3.1,0.0,separation-dominated,100.0,1.3,high
A-V-s200-h250,riblet,v-groove,plate,200.0,250.0,1.25,,,,,,,1.0,6403.46133,,0.08504,918.18522,1.089105,0.861013,0.204207,0.014464,0.014408,0.0,0.014408,0.383664,0.383664,1.5,0.0,laminar,200.0,1.0,low
A-V-s200-h250,riblet,v-groove,sphere,200.0,250.0,1.25,,,,,,,1.0,,2734.277988,0.097016,804.841687,1.24248,0.982267,0.232965,0.011676,0.01173,0.380942,0.392672,0.437694,-0.889316,3.1,0.0,separation-dominated,200.0,1.0,low
A-V-s200-h250,riblet,v-groove,plate,200.0,250.0,1.25,,,,,,,5.0,32017.306652,,0.342095,228.248875,4.381183,3.463629,0.821472,0.009362,0.009218,0.0,0.009218,1.543379,1.543379,1.5,0.0,laminar,200.0,1.0,high
A-V-s200-h250,riblet,v-groove,sphere,200.0,250.0,1.25,,,,,,,5.0,,13671.389941,0.38203,204.389234,4.892626,3.86796,0.917367,0.013046,0.012925,0.425227,0.438152,1.723548,-0.755594,3.1,0.0,separation-dominated,200.0,1.0,high
A-V-s200-h250,riblet,v-groove,plate,200.0,250.0,1.25,,,,,,,10.0,64034.613304,,0.629421,124.0549,8.060947,6.372738,1.511428,0.007923,0.007698,0.0,0.007698,2.839667,2.839667,1.5,0.0,laminar,200.0,1.0,high
A-V-s200-h250,riblet,v-groove,sphere,200.0,250.0,1.25,,,,,,,10.0,,27342.779881,0.697855,111.889674,8.937375,7.065615,1.675758,0.014108,0.013765,0.459532,0.473297,3.14841,-0.645692,3.1,0.0,separation-dominated,200.0,1.0,high
A-V-s200-h250,riblet,v-groove,plate,200.0,250.0,1.25,,,,,,,20.0,128069.226609,,1.16396,67.08374,14.906742,11.784814,2.795014,0.006774,0.006468,0.0,0.006468,4.524608,4.524608,1.5,0.0,laminar-transitional,200.0,1.0,high
A-V-s200-h250,riblet,v-groove,sphere,200.0,250.0,1.25,,,,,,,20.0,,54685.559762,1.282384,60.888753,16.423394,12.983833,3.079386,0.01466,0.014099,0.475504,0.489603,4.127568,-0.191662,3.1,0.0,separation-dominated,200.0,1.0,high
A-V-s200-h250,riblet,v-groove,plate,200.0,250.0,1.25,,,,,,,50.0,320173.066522,,2.641463,29.560421,33.829018,26.744187,6.342941,0.005582,0.005766,0.0,0.005766,-3.305201,-3.305201,1.949756,-59197.205531,laminar-transitional,200.0,1.0,high
A-V-s200-h250,riblet,v-groove,sphere,200.0,250.0,1.25,,,,,,,50.0,,136713.899405,2.889182,27.025911,37.001528,29.252276,6.937786,0.024513,0.016446,0.297647,0.314094,-4.982974,35.932112,3.1,-81161.883375,separation-dominated,200.0,1.0,high
A-V-s500-h25,riblet,v-groove,plate,500.0,25.0,0.05,,,,,,,1.0,6403.46133,,0.08504,918.18522,2.722762,0.430507,0.020421,0.014464,0.014464,0.0,0.014464,0.001081,0.001081,1.5,0.0,laminar,25.0,4.9,low
A-V-s500-h25,riblet,v-groove,sphere,500.0,25.0,0.05,,,,,,,1.0,,2734.277988,0.097016,804.841687,3.106201,0.491133,0.023297,0.011676,0.011687,0.377875,0.389562,0.001234,-0.090219,3.1,0.0,separation-dominated,25.0,4.9,low
A-V-s500-h25,riblet,v-groove,plate,500.0,25.0,0.05,,,,,,,5.0,32017.306652,,0.342095,228.248875,10.952957,1.731814,0.082147,0.009362,0.009362,0.0,0.009362,0.00435,0.00435,1.5,0.0,laminar,25.0,4.9,high
A-V-s500-h25,riblet,v-groove,sphere,500.0,25.0,0.05,,,,,,,5.0,,13671.389941,0.38203,204.389234,12.231564,1.93398,0.091737,0.013046,0.013056,0.42216,0.435216,0.004858,-0.080635,3.1,0.0,separation-dominated,25.0,4.9,high
A-V-s500-h25,riblet,v-groove,plate,500.0,25.0,0.05,,,,,,,10.0,64034.613304,,0.629421,124.0549,20.152368,3.186369,0.151143,0.007923,0.007923,0.0,0.007923,0.008003,0.008003,1.5,0.0,laminar,25.0,4.9,high
A-V-s500-h25,riblet,v-groove,sphere,500.0,25.0,0.05,,,,,,,10.0,,27342.779881,0.697855,111.889674,22.343438,3.532808,0.167576,0.014108,0.014117,0.456493,0.470611,0.008873,-0.074413,3.1,0.0,separation-dominated,25.0,4.9,high
A-V-s500-h25,riblet,v-groove,plate,500.0,25.0,0.05,,,,,,,20.0,128069.226609,,1.16396,67.08374,37.266855,5.892407,0.279501,0.006774,0.006773,0.0,0.006773,0.0148,0.0148,1.5,0.0,laminar-transitional,25.0,4.9,high
A-V-s500-h25,riblet,v-groove,sphere,500.0,25.0,0.05,,,,,,,20.0,,54685.559762,1.282384,60.888753,41.058486,6.491917,0.307939,0.01466,0.014668,0.474341,0.489009,0.016306,-0.070002,3.1,0.0,separation-dominated,25.0,4.9,high
A-V-s500-h25,riblet,v-groove,plate,500.0,25.0,0.05,,,,,,,50.0,320173.066522,,2.641463,29.560421,84.572544,13.372093,0.634294,0.005582,0.005581,0.0,0.005581,0.022448,0.022448,1.5,0.0,laminar-transitional,25.0,4.9,high
A-V-s500-h25,riblet,v-groove,sphere,500.0,25.0,0.05,,,,,,,50.0,,136713.899405,2.889182,27.025911,92.50382,14.626138,0.693779,0.014708,0.014665,0.47427,0.488935,0.019575,0.268406,3.1,0.0,separation-dominated,25.0,4.9,high
A-V-s500-h50,riblet,v-groove,plate,500.0,50.0,0.1,,,,,,,1.0,6403.46133,,0.08504,918.18522,2.722762,0.608828,0.040841,0.014464,0.014461,0.0,0.014461,0.018313,0.018313,1.5,0.0,laminar,50.0,3.6,low
A-V-s500-h50,riblet,v-groove,sphere,500.0,50.0,0.1,,,,,,,1.0,,2734.277988,0.097016,804.841687,3.106201,0.694568,0.046593,0.011676,0.011695,0.378216,0.389911,0.020891,-0.179885,3.1,0.0,separation-dominated,50.0,3.6,low
A-V-s500-h50,riblet,v-groove,plate,500.0,50.0,0.1,,,,,,,5.0,32017.306652,,0.342095,228.248875,10.952957,2.449156,0.164294,0.009362,0.009355,0.0,0.009355,0.073667,0.073667,1.5,0.0,laminar,50.0,3.6,high
A-V-s500-h50,riblet,v-groove,sphere,500.0,50.0,0.1,,,,,,,5.0,,13671.389941,0.38203,204.389234,12.231564,2.735061,0.183473,0.013046,0.013056,0.422501,0.435558,0.082266,-0.159088,3.1,0.0,separation-dominated,50.0,3.6,high
A-V-s500-h50,riblet,v-groove,plate,500.0,50.0,0.1,,,,,,,10.0,64034.613304,,0.629421,124.0549,20.152368,4.506206,0.302286,0.007923,0.007913,0.0,0.007913,0.135539,0.135539,1.5,0.0,laminar,50.0,3.6,high
A-V-s500-h50,riblet,v-groove,sphere,500.0,50.0,0.1,,,,,,,10.0,,27342.779881,0.697855,111.889674,22.343438,4.996145,0.335152,0.014108,0.014108,0.456834,0.470941,0.150276,-0.144769,3.1,0.0,separation-dominated,50.0,3.6,high
A-V-s500-h50,riblet,v-groove,plate,500.0,50.0,0.1,,,,,,,20.0,128069.226609,,1.16396,67.08374,37.266855,8.333122,0.559003,0.006774,0.006757,0.0,0.006757,0.250647,0.250647,1.5,0.0,laminar-transitional,50.0,3.6,high
A-V-s500-h50,riblet,v-groove,sphere,500.0,50.0,0.1,,,,,,,20.0,,54685.559762,1.282384,60.888753,41.058486,9.180956,0.615877,0.01466,0.014639,0.474651,0.489291,0.276148,-0.127766,3.1,0.0,separation-dominated,50.0,3.6,high
A-V-s500-h50,riblet,v-groove,plate,500.0,50.0,0.1,,,,,,,50.0,320173.066522,,2.641463,29.560421,84.572544,18.910996,1.268588,0.005582,0.005577,0.0,0.005577,0.093724,0.093724,1.620322,0.0,laminar-transitional,50.0,3.6,high
A-V-s500-h50,riblet,v-groove,sphere,500.0,50.0,0.1,,,,,,,50.0,,136713.899405,2.889182,27.025911,92.50382,20.684483,1.387557,0.014708,0.014456,0.467528,0.481984,0.027693,1.686378,3.1,0.0,separation-dominated,50.0,3.6,high
A-V-s500-h100,riblet,v-groove,plate,500.0,100.0,0.2,,,,,,,1.0,6403.46133,,0.08504,918.18522,2.722762,0.861013,0.081683,0.014464,0.014443,0.0,0.014443,0.146395,0.146395,1.5,0.0,laminar,100.0,1.3,low
A-V-s500-h100,riblet,v-groove,sphere,500.0,100.0,0.2,,,,,,,1.0,,2734.277988,0.097016,804.841687,3.106201,0.982267,0.093186,0.011676,0.011699,0.378897,0.390596,0.167012,-0.355998,3.1,0.0,separation-dominated,100.0,1.3,low
A-V-s500-h100,riblet,v-groove,plate,500.0,100.0,0.2,,,,,,,5.0,32017.306652,,0.342095,228.248875,10.952957,3.463629,0.328589,0.009362,0.009307,0.0,0.009307,0.588909,0.588909,1.5,0.0,laminar,100.0,1.3,high
A-V-s500-h100,riblet,v-groove,sphere,500.0,100.0,0.2,,,,,,,5.0,,13671.389941,0.38203,204.389234,12.231564,3.86796,0.366947,0.013046,0.013002,0.423183,0.436185,0.657656,-0.30332,3.1,0.0,separation-dominated,100.0,1.3,high
A-V-s500-h100,riblet,v-groove,plate,500.0,100.0,0.2,,,,,,,10.0,64034.613304,,0.629421,124.0549,20.152368,6.372738,0.604571,0.007923,0.007838,0.0,0.007838,1.083535,1.083535,1.5,0.0,laminar,100.0,1.3,high
A-V-s500-h100,riblet,v-groove,sphere,500.0,100.0,0.2,,,,,,,10.0,,27342.779881,0.697855,111.889674,22.343438,7.065615,0.670303,0.014108,0.01398,0.457513,0.471493,1.201343,-0.262008,3.1,0.0,separation-dominated,100.0,1.3,high
A-V-s500-h100,riblet,v-groove,plate,500.0,100.0,0.2,,,,,,,20.0,128069.226609,,1.16396,67.08374,37.266855,11.784814,1.118006,0.006774,0.006657,0.0,0.006657,1.726461,1.726461,1.5,0.0,laminar-transitional,100.0,1.3,high
A-V-s500-h100,riblet,v-groove,sphere,500.0,100.0,0.2,,,,,,,20.0,,54685.559762,1.282384,60.888753,41.058486,12.983833,1.231755,0.01466,0.014464,0.475168,0.489632,1.574962,-0.197632,3.1,0.0,separation-dominated,100.0,1.3,high
A-V-s500-h100,riblet,v-groove,plate,500.0,100.0,0.2,,,,,,,50.0,320173.066522,,2.641463,29.560421,84.572544,26.744187,2.537176,0.005582,0.005652,0.0,0.005652,-1.26117,-1.26117,1.949756,0.0,laminar-transitional,100.0,1.3,high
A-V-s500-h100,riblet,v-groove,sphere,500.0,100.0,0.2,,,,,,,50.0,,136713.899405,2.889182,27.025911,92.50382,29.252276,2.775115,0.014708,0.013703,0.434803,0.448506,-1.90136,8.515038,3.1,0.0,separation-dominated,100.0,1.3,high
A-V-s500-h250,riblet,v-groove,plate,500.0,250.0,0.5,,,,,,,1.0,6403.46133,,0.08504,918.18522,2.722762,1.361381,0.204207,0.014464,0.014359,0.0,0.014359,0.722063,0.722063,1.5,0.0,laminar,250.0,1.0,low
A-V-s500-h250,riblet,v-groove,sphere,500.0,250.0,0.5,,,,,,,1.0,,2734.277988,0.097016,804.841687,3.106201,1.5531,0.232965,0.011676,0.011685,0.380942,0.392627,0.823749,-0.87763,3.1,0.0,separation-dominated,250.0,1.0,low
A-V-s500-h250,riblet,v-groove,plate,500.0,250.0,0.5,,,,,,,5.0,32017.306652,,0.342095,228.248875,10.952957,5.476478,0.821472,0.009362,0.00909,0.0,0.00909,2.90467,2.90467,1.5,0.0,laminar,250.0,1.0,high
A-V-s500-h250,riblet,v-groove,sphere,500.0,250.0,0.5,,,,,,,5.0,,13671.389941,0.38203,204.389234,12.231564,6.115782,0.917367,0.013046,0.012725,0.425227,0.437952,3.24375,-0.709619,3.1,0.0,separation-dominated,250.0,1.0,high
A-V-s500-h250,riblet,v-groove,plate,500.0,250.0,0.5,,,,,,,10.0,64034.613304,,0.629421,124.0549,20.152368,10.076184,1.511428,0.007923,0.0075,0.0,0.0075,5.344308,5.344308,1.5,0.0,laminar,250.0,1.0,high
A-V-s500-h250,riblet,v-groove,sphere,500.0,250.0,0.5,,,,,,,10.0,,27342.779881,0.697855,111.889674,22.343438,11.171719,1.675758,0.014108,0.01342,0.459532,0.472952,5.577096,-0.572292,3.1,0.0,separation-dominated,250.0,1.0,high
A-V-s500-h250,riblet,v-groove,plate,500.0,250.0,0.5,,,,,,,20.0,128069.226609,,1.16396,67.08374,37.266855,18.633428,2.795014,0.006774,0.00665,0.0,0.00665,1.828553,1.828553,1.608649,0.0,laminar-transitional,250.0,1.0,high
A-V-s500-h250,riblet,v-groove,sphere,500.0,250.0,0.5,,,,,,,20.0,,54685.559762,1.282384,60.888753,41.058486,20.529243,3.079386,0.01466,0.014619,0.475504,0.490123,0.59292,-0.298036,3.1,0.0,separation-dominated,250.0,1.0,high
A-V-s500-h250,riblet,v-groove,plate,500.0,250.0,0.5,,,,,,,50.0,320173.066522,,2.641463,29.560421,84.572544,42.286272,6.342941,0.005582,0.006559,0.0,0.006559,-17.505611,-17.505611,2.603395,-59197.205531,laminar-transitional,250.0,1.0,high
A-V-s500-h250,riblet,v-groove,sphere,500.0,250.0,0.5,,,,,,,50.0,,136713.899405,2.889182,27.025911,92.50382,46.25191,6.937786,0.024513,0.019012,0.297647,0.316659,-21.358313,35.408849,3.1,-81161.883375,separation-dominated,250.0,1.0,high
A-U-GR-s100-h50,riblet,u-groove,plate,100.0,50.0,0.5,,,,,,,1.0,6403.46133,,0.08504,918.18522,0.544552,0.314476,0.040841,0.014464,0.014442,0.0,0.014442,0.147963,0.147963,1.5,0.0,laminar,50.0,3.6,low
A-U-GR-s100-h50,riblet,u-groove,sphere,100.0,50.0,0.5,,,,,,,1.0,,2734.277988,0.097016,804.841687,0.62124,0.358763,0.046593,0.011676,0.011678,0.378216,0.389894,0.168801,-0.17544,3.1,0.0,separation-dominated,50.0,3.6,low
A-U-GR-s100-h50,riblet,u-groove,plate,100.0,50.0,0.5,,,,,,,5.0,32017.306652,,0.342095,228.248875,2.190591,1.265055,0.164294,0.009362,0.009307,0.0,0.009307,0.595217,0.595217,1.5,0.0,laminar,50.0,3.6,high
A-U-GR-s100-h50,riblet,u-groove,sphere,100.0,50.0,0.5,,,,,,,5.0,,13671.389941,0.38203,204.389234,2.446313,1.412732,0.183473,0.013046,0.01298,0.422501,0.435481,0.664701,-0.141587,3.1,0.0,separation-dominated,50.0,3.6,high
A-U-GR-s100-h50,riblet,u-groove,plate,100.0,50.0,0.5,,,,,,,10.0,64034.613304,,0.629421,124.0549,4.030474,2.327577,0.302286,0.007923,0.007837,0.0,0.007837,1.095142,1.095142,1.5,0.0,laminar,50.0,3.6,high
A-U-GR-s100-h50,riblet,u-groove,sphere,100.0,50.0,0.5,,,,,,,10.0,,27342.779881,0.697855,111.889674,4.468688,2.580643,0.335152,0.014108,0.013957,0.456834,0.470791,1.214211,-0.112803,3.1,0.0,separation-dominated,50.0,3.6,high
A-U-GR-s100-h50,riblet,u-groove,plate,100.0,50.0,0.5,,,,,,,20.0,128069.226609,,1.16396,67.08374,7.453371,4.304281,0.559003,0.006774,0.006637,0.0,0.006637,2.025196,2.025196,1.5,0.0,laminar-transitional,50.0,3.6,high
A-U-GR-s100-h50,riblet,u-groove,sphere,100.0,50.0,0.5,,,,,,,20.0,,54685.559762,1.282384,60.888753,8.211697,4.742211,0.615877,0.01466,0.014352,0.474651,0.489004,2.231245,-0.069034,3.1,0.0,separation-dominated,50.0,3.6,high
A-U-GR-s100-h50,riblet,u-groove,plate,100.0,50.0,0.5,,,,,,,50.0,320173.066522,,2.641463,29.560421,16.914509,9.768037,1.268588,0.005582,0.005325,0.0,0.005325,4.595933,4.595933,1.5,0.0,laminar-transitional,50.0,3.6,high
A-U-GR-s100-h50,riblet,u-groove,sphere,100.0,50.0,0.5,,,,,,,50.0,,136713.899405,2.889182,27.025911,18.500764,10.684091,1.387557,0.014708,0.013733,0.467528,0.481261,5.026943,1.833827,3.1,0.0,separation-dominated,50.0,3.6,high
A-BLAD-s100-h50,riblet,blade,plate,100.0,50.0,0.5,,,,,,,1.0,6403.46133,,0.08504,918.18522,0.544552,0.375307,0.040841,0.014464,0.014413,0.0,0.014413,0.347247,0.347247,1.5,0.0,laminar,50.0,3.6,low
A-BLAD-s100-h50,riblet,blade,sphere,100.0,50.0,0.5,,,,,,,1.0,,2734.277988,0.097016,804.841687,0.62124,0.42816,0.046593,0.011676,0.011651,0.378216,0.389867,0.396148,-0.168607,3.1,0.0,separation-dominated,50.0,3.6,low
A-BLAD-s100-h50,riblet,blade,plate,100.0,50.0,0.5,,,,,,,5.0,32017.306652,,0.342095,228.248875,2.190591,1.509761,0.164294,0.009362,0.009232,0.0,0.009232,1.396882,1.396882,1.5,0.0,laminar,50.0,3.6,high
A-BLAD-s100-h50,riblet,blade,sphere,100.0,50.0,0.5,,,,,,,5.0,,13671.389941,0.38203,204.389234,2.446313,1.686005,0.183473,0.013046,0.012863,0.422501,0.435364,1.559948,-0.114686,3.1,0.0,separation-dominated,50.0,3.6,high
A-BLAD-s100-h50,riblet,blade,plate,100.0,50.0,0.5,,,,,,,10.0,64034.613304,,0.629421,124.0549,4.030474,2.777812,0.302286,0.007923,0.00772,0.0,0.00772,2.570125,2.570125,1.5,0.0,laminar,50.0,3.6,high
A-BLAD-s100-h50,riblet,blade,sphere,100.0,50.0,0.5,,,,,,,10.0,,27342.779881,0.697855,111.889674,4.468688,3.07983,0.335152,0.014108,0.013726,0.456834,0.47056,2.849563,-0.06367,3.1,0.0,separation-dominated,50.0,3.6,high
A-BLAD-s100-h50,riblet,blade,plate,100.0,50.0,0.5,,,,,,,20.0,128069.226609,,1.16396,67.08374,7.453371,5.136881,0.559003,0.006774,0.006452,0.0,0.006452,4.752816,4.752816,1.5,0.0,laminar-transitional,50.0,3.6,high
A-BLAD-s100-h50,riblet,blade,sphere,100.0,50.0,0.5,,,,,,,20.0,,54685.559762,1.282384,60.888753,8.211697,5.659522,0.615877,0.01466,0.013911,0.474651,0.488563,5.23638,0.021243,3.1,0.0,separation-dominated,50.0,3.6,high
A-BLAD-s100-h50,riblet,blade,plate,100.0,50.0,0.5,,,,,,,50.0,320173.066522,,2.641463,29.560421,16.914509,11.657521,1.268588,0.005582,0.005053,0.0,0.005053,9.470534,9.470534,1.5,0.0,laminar-transitional,50.0,3.6,high
A-BLAD-s100-h50,riblet,blade,sphere,100.0,50.0,0.5,,,,,,,50.0,,136713.899405,2.889182,27.025911,18.500764,12.750772,1.387557,0.014708,0.013195,0.467528,0.480723,8.744077,1.943462,3.1,0.0,separation-dominated,50.0,3.6,high
A-SCAL-s100-h50,riblet,scalloped,plate,100.0,50.0,0.5,,,,,,,1.0,6403.46133,,0.08504,918.18522,0.544552,0.298264,0.040841,0.014464,0.01444,0.0,0.01444,0.165851,0.165851,1.5,0.0,laminar,50.0,3.6,low
A-SCAL-s100-h50,riblet,scalloped,sphere,100.0,50.0,0.5,,,,,,,1.0,,2734.277988,0.097016,804.841687,0.62124,0.340267,0.046593,0.011676,0.011675,0.378216,0.389891,0.189207,-0.174827,3.1,0.0,separation-dominated,50.0,3.6,low
A-SCAL-s100-h50,riblet,scalloped,plate,100.0,50.0,0.5,,,,,,,5.0,32017.306652,,0.342095,228.248875,2.190591,1.199836,0.164294,0.009362,0.0093,0.0,0.0093,0.667174,0.667174,1.5,0.0,laminar,50.0,3.6,high
A-SCAL-s100-h50,riblet,scalloped,sphere,100.0,50.0,0.5,,,,,,,5.0,,13671.389941,0.38203,204.389234,2.446313,1.339901,0.183473,0.013046,0.01297,0.422501,0.435471,0.745057,-0.139172,3.1,0.0,separation-dominated,50.0,3.6,high
A-SCAL-s100-h50,riblet,scalloped,plate,100.0,50.0,0.5,,,,,,,10.0,64034.613304,,0.629421,124.0549,4.030474,2.207581,0.302286,0.007923,0.007826,0.0,0.007826,1.227535,1.227535,1.5,0.0,laminar,50.0,3.6,high
A-SCAL-s100-h50,riblet,scalloped,sphere,100.0,50.0,0.5,,,,,,,10.0,,27342.779881,0.697855,111.889674,4.468688,2.447601,0.335152,0.014108,0.013937,0.456834,0.47077,1.360999,-0.108393,3.1,0.0,separation-dominated,50.0,3.6,high
A-SCAL-s100-h50,riblet,scalloped,plate,100.0,50.0,0.5,,,,,,,20.0,128069.226609,,1.16396,67.08374,7.453371,4.082379,0.559003,0.006774,0.00662,0.0,0.00662,2.270024,2.270024,1.5,0.0,laminar-transitional,50.0,3.6,high
A-SCAL-s100-h50,riblet,scalloped,sphere,100.0,50.0,0.5,,,,,,,20.0,,54685.559762,1.282384,60.888753,8.211697,4.497732,0.615877,0.01466,0.014313,0.474651,0.488964,2.500982,-0.060931,3.1,0.0,separation-dominated,50.0,3.6,high
A-SCAL-s100-h50,riblet,scalloped,plate,100.0,50.0,0.5,,,,,,,50.0,320173.066522,,2.641463,29.560421,16.914509,9.264458,1.268588,0.005582,0.005294,0.0,0.005294,5.15154,5.15154,1.5,0.0,laminar-transitional,50.0,3.6,high
A-SCAL-s100-h50,riblet,scalloped,sphere,100.0,50.0,0.5,,,,,,,50.0,,136713.899405,2.889182,27.025911,18.500764,10.133286,1.387557,0.014708,0.013645,0.467528,0.481173,5.634655,1.851751,3.1,0.0,separation-dominated,50.0,3.6,high
A-BLAD-s200-h100,riblet,blade,plate,200.0,100.0,0.5,,,,,,,1.0,6403.46133,,0.08504,918.18522,1.089105,0.750614,0.081683,0.014464,0.014363,0.0,0.014363,0.694493,0.694493,1.5,0.0,laminar,100.0,1.3,low
A-BLAD-s200-h100,riblet,blade,sphere,200.0,100.0,0.5,,,,,,,1.0,,2734.277988,0.097016,804.841687,1.24248,0.856321,0.093186,0.011676,0.011626,0.378897,0.390523,0.792297,-0.337171,3.1,0.0,separation-dominated,100.0,1.3,low
A-BLAD-s200-h100,riblet,blade,plate,200.0,100.0,0.5,,,,,,,5.0,32017.306652,,0.342095,228.248875,4.381183,3.019522,0.328589,0.009362,0.009101,0.0,0.009101,2.793763,2.793763,1.5,0.0,laminar,100.0,1.3,high
A-BLAD-s200-h100,riblet,blade,sphere,200.0,100.0,0.5,,,,,,,5.0,,13671.389941,0.38203,204.389234,4.892626,3.372009,0.366947,0.013046,0.01268,0.423183,0.435862,3.119897,-0.229214,3.1,0.0,separation-dominated,100.0,1.3,high
A-BLAD-s200-h100,riblet,blade,plate,200.0,100.0,0.5,,,,,,,10.0,64034.613304,,0.629421,124.0549,8.060947,5.555624,0.604571,0.007923,0.007516,0.0,0.007516,5.140251,5.140251,1.5,0.0,laminar,100.0,1.3,high
A-BLAD-s200-h100,riblet,blade,sphere,200.0,100.0,0.5,,,,,,,10.0,,27342.779881,0.697855,111.889674,8.937375,6.159661,0.670303,0.014108,0.013343,0.457513,0.470856,5.699125,-0.126672,3.1,0.0,separation-dominated,100.0,1.3,high
A-BLAD-s200-h100,riblet,blade,plate,200.0,100.0,0.5,,,,,,,20.0,128069.226609,,1.16396,67.08374,14.906742,10.273763,1.118006,0.006774,0.00613,0.0,0.00613,9.505631,9.505631,1.5,0.0,laminar-transitional,100.0,1.3,high
A-BLAD-s200-h100,riblet,blade,sphere,200.0,100.0,0.5,,,,,,,20.0,,54685.559762,1.282384,60.888753,16.423394,11.319043,1.231755,0.01466,0.013277,0.475168,0.488445,9.656402,0.045405,3.1,0.0,separation-dominated,100.0,1.3,high
A-BLAD-s200-h100,riblet,blade,plate,200.0,100.0,0.5,,,,,,,50.0,320173.066522,,2.641463,29.560421,33.829018,23.315041,2.537176,0.005582,0.005714,0.0,0.005714,-2.362854,-2.362854,1.805539,0.0,laminar-transitional,100.0,1.3,high
A-BLAD-s200-h100,riblet,blade,sphere,200.0,100.0,0.5,,,,,,,50.0,,136713.899405,2.889182,27.025911,37.001528,25.501543,2.775115,0.014708,0.014146,0.434803,0.448949,-5.195079,8.424692,3.1,0.0,separation-dominated,100.0,1.3,high
A-SCAL-s50-h25,riblet,scalloped,plate,50.0,25.0,0.5,,,,,,,1.0,6403.46133,,0.08504,918.18522,0.272276,0.149132,0.020421,0.014464,0.014452,0.0,0.014452,0.082925,0.082925,1.5,0.0,laminar,25.0,4.9,low
A-SCAL-s50-h25,riblet,scalloped,sphere,50.0,25.0,0.5,,,,,,,1.0,,2734.277988,0.097016,804.841687,0.31062,0.170134,0.023297,0.011676,0.011676,0.377875,0.389551,0.094604,-0.087416,3.1,0.0,separation-dominated,25.0,4.9,low
A-SCAL-s50-h25,riblet,scalloped,plate,50.0,25.0,0.5,,,,,,,5.0,32017.306652,,0.342095,228.248875,1.095296,0.599918,0.082147,0.009362,0.009331,0.0,0.009331,0.333587,0.333587,1.5,0.0,laminar,25.0,4.9,high
A-SCAL-s50-h25,riblet,scalloped,sphere,50.0,25.0,0.5,,,,,,,5.0,,13671.389941,0.38203,204.389234,1.223156,0.66995,0.091737,0.013046,0.013008,0.42216,0.435168,0.372529,-0.069596,3.1,0.0,separation-dominated,25.0,4.9,high
A-SCAL-s50-h25,riblet,scalloped,plate,50.0,25.0,0.5,,,,,,,10.0,64034.613304,,0.629421,124.0549,2.015237,1.103791,0.151143,0.007923,0.007875,0.0,0.007875,0.613767,0.613767,1.5,0.0,laminar,25.0,4.9,high
A-SCAL-s50-h25,riblet,scalloped,sphere,50.0,25.0,0.5,,,,,,,10.0,,27342.779881,0.697855,111.889674,2.234344,1.223801,0.167576,0.014108,0.014022,0.456493,0.470516,0.680499,-0.054249,3.1,0.0,separation-dominated,25.0,4.9,high
A-SCAL-s50-h25,riblet,scalloped,plate,50.0,25.0,0.5,,,,,,,20.0,128069.226609,,1.16396,67.08374,3.726686,2.04119,0.279501,0.006774,0.006697,0.0,0.006697,1.135012,1.135012,1.5,0.0,laminar-transitional,25.0,4.9,high
